prod_id,img_path
171,images/product-photos/nike/womens/waffle-debut-retro/black-white/pair.webp
171,images/product-photos/nike/womens/waffle-debut-retro/black-white/right.webp
171,images/product-photos/nike/womens/waffle-debut-retro/black-white/top.webp
172,images/product-photos/nike/womens/waffle-debut-retro/coral-ivory/back.jpg
172,images/product-photos/nike/womens/waffle-debut-retro/coral-ivory/left.webp
172,images/product-photos/nike/womens/waffle-debut-retro/coral-ivory/pair.webp
172,images/product-photos/nike/womens/waffle-debut-retro/coral-ivory/right.webp
172,images/product-photos/nike/womens/waffle-debut-retro/coral-ivory/top.webp
173,images/product-photos/nike/womens/waffle-debut-retro/emerald-electric/back.webp
173,images/product-photos/nike/womens/waffle-debut-retro/emerald-electric/left.webp
173,images/product-photos/nike/womens/waffle-debut-retro/emerald-electric/pair.webp
173,images/product-photos/nike/womens/waffle-debut-retro/emerald-electric/right.webp
173,images/product-photos/nike/womens/waffle-debut-retro/emerald-electric/top.webp
174,images/product-photos/vans/womens/asher-slip-on/black/back.webp
174,images/product-photos/vans/womens/asher-slip-on/black/left.webp
174,images/product-photos/vans/womens/asher-slip-on/black/pair.jpg
174,images/product-photos/vans/womens/asher-slip-on/black/right.webp
174,images/product-photos/vans/womens/asher-slip-on/black/top.webp
175,images/product-photos/vans/womens/asher-slip-on/black-white/back.webp
175,images/product-photos/vans/womens/asher-slip-on/black-white/left.webp
175,images/product-photos/vans/womens/asher-slip-on/black-white/pair.webp
175,images/product-photos/vans/womens/asher-slip-on/black-white/right.webp
